date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:34:02	126123/126123	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/agent%20noun	./palistudies_mirror/palistudies.blogspot.com/search/label/agent%20noun.html	(from https://palistudies.blogspot.com/)
23:34:03	135341/135341	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/agreement	./palistudies_mirror/palistudies.blogspot.com/search/label/agreement.html	(from https://palistudies.blogspot.com/)
23:34:04	116677/116677	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/alphabet	./palistudies_mirror/palistudies.blogspot.com/search/label/alphabet.html	(from https://palistudies.blogspot.com/)
23:34:05	107254/107254	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/AN	./palistudies_mirror/palistudies.blogspot.com/search/label/AN.html	(from https://palistudies.blogspot.com/)
23:34:06	116786/116786	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/antecedent	./palistudies_mirror/palistudies.blogspot.com/search/label/antecedent.html	(from https://palistudies.blogspot.com/)
23:34:07	127200/127200	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/anusv%c4%81ra	./palistudies_mirror/palistudies.blogspot.com/search/label/anusv%c4%81ra.html	(from https://palistudies.blogspot.com/)
23:34:08	107552/107552	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/aorist	./palistudies_mirror/palistudies.blogspot.com/search/label/aorist.html	(from https://palistudies.blogspot.com/)
23:34:09	107419/107419	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/apposition	./palistudies_mirror/palistudies.blogspot.com/search/label/apposition.html	(from https://palistudies.blogspot.com/)
23:34:10	107293/107293	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/articles	./palistudies_mirror/palistudies.blogspot.com/search/label/articles.html	(from https://palistudies.blogspot.com/)
23:34:11	144292/144292	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/aspect%20%26%20mood	./palistudies_mirror/palistudies.blogspot.com/search/label/aspect%20&%20mood.html	(from https://palistudies.blogspot.com/)
23:34:12	107892/107892	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/assimilation	./palistudies_mirror/palistudies.blogspot.com/search/label/assimilation.html	(from https://palistudies.blogspot.com/)
23:34:13	125567/125567	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/augment	./palistudies_mirror/palistudies.blogspot.com/search/label/augment.html	(from https://palistudies.blogspot.com/)
23:34:14	125791/125791	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/auxiliary	./palistudies_mirror/palistudies.blogspot.com/search/label/auxiliary.html	(from https://palistudies.blogspot.com/)
23:34:15	116102/116102	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/base	./palistudies_mirror/palistudies.blogspot.com/search/label/base.html	(from https://palistudies.blogspot.com/)
23:34:16	107100/107100	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/case	./palistudies_mirror/palistudies.blogspot.com/search/label/case.html	(from https://palistudies.blogspot.com/)
23:34:16	107858/107858	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/causatives	./palistudies_mirror/palistudies.blogspot.com/search/label/causatives.html	(from https://palistudies.blogspot.com/)
23:34:18	135855/135855	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/clauses	./palistudies_mirror/palistudies.blogspot.com/search/label/clauses.html	(from https://palistudies.blogspot.com/)
23:34:19	107232/107232	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/co-relative	./palistudies_mirror/palistudies.blogspot.com/search/label/co-relative.html	(from https://palistudies.blogspot.com/)
23:34:20	107516/107516	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/comparatives	./palistudies_mirror/palistudies.blogspot.com/search/label/comparatives.html	(from https://palistudies.blogspot.com/)
23:34:21	107436/107436	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/complements	./palistudies_mirror/palistudies.blogspot.com/search/label/complements.html	(from https://palistudies.blogspot.com/)
23:34:22	107171/107171	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/compounds	./palistudies_mirror/palistudies.blogspot.com/search/label/compounds.html	(from https://palistudies.blogspot.com/)
23:34:23	107065/107065	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/conditional	./palistudies_mirror/palistudies.blogspot.com/search/label/conditional.html	(from https://palistudies.blogspot.com/)
23:34:24	107774/107774	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/conditional%20clause	./palistudies_mirror/palistudies.blogspot.com/search/label/conditional%20clause.html	(from https://palistudies.blogspot.com/)
23:34:25	107179/107179	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/conjugation	./palistudies_mirror/palistudies.blogspot.com/search/label/conjugation.html	(from https://palistudies.blogspot.com/)
23:34:26	107639/107639	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/conjunction	./palistudies_mirror/palistudies.blogspot.com/search/label/conjunction.html	(from https://palistudies.blogspot.com/)
23:34:27	107385/107385	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/copluars	./palistudies_mirror/palistudies.blogspot.com/search/label/copluars.html	(from https://palistudies.blogspot.com/)
23:34:28	107134/107134	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/dative	./palistudies_mirror/palistudies.blogspot.com/search/label/dative.html	(from https://palistudies.blogspot.com/)
23:34:28	125752/125752	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/declension	./palistudies_mirror/palistudies.blogspot.com/search/label/declension.html	(from https://palistudies.blogspot.com/)
23:34:30	107909/107909	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/denominatives	./palistudies_mirror/palistudies.blogspot.com/search/label/denominatives.html	(from https://palistudies.blogspot.com/)
23:34:31	115933/115933	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/derived%20verbs	./palistudies_mirror/palistudies.blogspot.com/search/label/derived%20verbs.html	(from https://palistudies.blogspot.com/)
23:34:32	107909/107909	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/desideratives	./palistudies_mirror/palistudies.blogspot.com/search/label/desideratives.html	(from https://palistudies.blogspot.com/)
23:34:33	107456/107456	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/diacritics	./palistudies_mirror/palistudies.blogspot.com/search/label/diacritics.html	(from https://palistudies.blogspot.com/)
23:34:34	126630/126630	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/dictionary%20lookup	./palistudies_mirror/palistudies.blogspot.com/search/label/dictionary%20lookup.html	(from https://palistudies.blogspot.com/)
23:34:35	107561/107561	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/Digital%20Pali%20Reader	./palistudies_mirror/palistudies.blogspot.com/search/label/Digital%20Pali%20Reader.html	(from https://palistudies.blogspot.com/)
23:34:36	116961/116961	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/double%20accusatives	./palistudies_mirror/palistudies.blogspot.com/search/label/double%20accusatives.html	(from https://palistudies.blogspot.com/)
23:34:37	107257/107257	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/DPR	./palistudies_mirror/palistudies.blogspot.com/search/label/DPR.html	(from https://palistudies.blogspot.com/)
23:34:38	107993/107993	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/finding%20a%20Pali%20inflection	./palistudies_mirror/palistudies.blogspot.com/search/label/finding%20a%20Pali%20inflection.html	(from https://palistudies.blogspot.com/)
23:34:39	106980/106980	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/future	./palistudies_mirror/palistudies.blogspot.com/search/label/future.html	(from https://palistudies.blogspot.com/)
23:34:40	107168/107168	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/genitive	./palistudies_mirror/palistudies.blogspot.com/search/label/genitive.html	(from https://palistudies.blogspot.com/)
23:34:41	107477/107477	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/gerund	./palistudies_mirror/palistudies.blogspot.com/search/label/gerund.html	(from https://palistudies.blogspot.com/)
23:34:42	116540/116540	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/gerundive	./palistudies_mirror/palistudies.blogspot.com/search/label/gerundive.html	(from https://palistudies.blogspot.com/)
23:34:43	106914/106914	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/grammar	./palistudies_mirror/palistudies.blogspot.com/search/label/grammar.html	(from https://palistudies.blogspot.com/)
23:34:44	107841/107841	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/identify%20a%20suffix	./palistudies_mirror/palistudies.blogspot.com/search/label/identify%20a%20suffix.html	(from https://palistudies.blogspot.com/)
23:34:45	107621/107621	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/if%20clause	./palistudies_mirror/palistudies.blogspot.com/search/label/if%20clause.html	(from https://palistudies.blogspot.com/)
23:34:46	107048/107048	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/imperative	./palistudies_mirror/palistudies.blogspot.com/search/label/imperative.html	(from https://palistudies.blogspot.com/)
23:34:47	107579/107579	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/indeclinable	./palistudies_mirror/palistudies.blogspot.com/search/label/indeclinable.html	(from https://palistudies.blogspot.com/)
23:34:48	107162/107162	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/indicative	./palistudies_mirror/palistudies.blogspot.com/search/label/indicative.html	(from https://palistudies.blogspot.com/)
23:34:50	107545/107545	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/infinitive	./palistudies_mirror/palistudies.blogspot.com/search/label/infinitive.html	(from https://palistudies.blogspot.com/)
23:34:51	106979/106979	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Jul%202025%2003:23:01%20GMT	https://palistudies.blogspot.com/search/label/inflection	./palistudies_mirror/palistudies.blogspot.com/search/label/inflection.html	(from https://palistudies.blogspot.com/)
